tweets,quote_status,language,favorite_count,retweet_count,time,id,rating
@chonicarrington Pplzzzzzzz,False,en,1,0,2021-02-27 01:59:36,1365481681021468674,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @chonicarrington: anyway choni sex scene in here when https://t.co/1Ceyeg9WsX,False,en,0,8,2021-02-27 01:59:15,1365481590227423237,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @chonistyles: WHAT DOES THIS MEAN????? https://t.co/SQfCxy2exD,False,en,0,21,2021-02-27 01:58:49,1365481482400260097,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
vote choni if you don’t hate lesbians https://t.co/NIYiqhG0Mb,True,en,7,0,2021-02-27 01:58:42,1365481452255723521,"{'neg': 0.346, 'neu': 0.654, 'pos': 0.0, 'compound': -0.5719}"
RT @earperpuff18: i know everyone’s saying body swap but i’m thinking a horny spell a la midsummer nights dream love spell 👀 https://t.co/a…,False,en,0,32,2021-02-27 01:58:37,1365481430055325697,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.8519}"
RT @ChoniSnixx: It’s just the way Toni Topaz is the best character and nobody else even compares 😇 https://t.co/kVUefoPpkg,False,en,0,13,2021-02-27 01:58:00,1365481277055524866,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.6369}"
RT @chonistyles: WAIT 5x08 IS THE EPISODE WE FIND OUT WHO THE FATHER IS TO TONI'S BABY https://t.co/rBROQRmlkm,False,en,0,23,2021-02-27 01:57:49,1365481229563363332,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @choniswitches2: . @VanessaMorgan @madelainepetsch my african queens we don’t ask for much, but if you do this covid will stop immediate…",True,en,0,14,2021-02-27 01:57:38,1365481185883934728,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.4215}"
vote choni and choni only 🙄 https://t.co/PRI9pfOwn9,True,en,7,0,2021-02-27 01:57:34,1365481167005372418,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @haughtfroggs: no because wayhaught has the time to make 3 proposals but never got time to talk and actually communicate 😭😭,False,en,0,7,2021-02-27 01:57:26,1365481134105260034,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.1531}"
"RT @TheNigelTopaz: “I’m a mess Toni I’m not the same person from high school-“
“No Cheryl you’re not, none of us are-“
“I-“
“I did it for y…",False,en,0,2,2021-02-27 01:57:19,1365481104417951751,"{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.3612}"
@choni_wayhaught wait what?,False,en,0,0,2021-02-27 01:57:15,1365481089138110466,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @chonicarrington: no but cheryl being with someone else is gonna make toni think she made up the whole curse thing because she just fell…,False,en,0,17,2021-02-27 01:56:57,1365481011933511680,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.7469}"
can’t wait to see choni win 🤩 https://t.co/151UtaV0A7,True,en,3,0,2021-02-27 01:56:44,1365480956711161856,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.5859}"
"RT @milfyswift: wow so cheryls in her pushed from the precipice clung to the nearest lips long story short, it was the wrong girl era",False,en,0,7,2021-02-27 01:56:29,1365480894828580865,"{'neg': 0.104, 'neu': 0.769, 'pos': 0.127, 'compound': 0.1779}"
@tonidaIe Someone said how Madeline stated she only stood and that it’s not what we think and I can’t stop thinking bout that 😭,False,en,0,0,2021-02-27 01:56:19,1365480853409832960,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.296}"
@tonidaIe ✨manifesting✨,False,en,0,0,2021-02-27 01:55:32,1365480655686098952,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @tonidaIe: IM SORRY BUT THERES NO WAY WE ARENT GETTING A RAIN KISS IN 5x08,True,en,0,10,2021-02-27 01:55:15,1365480583091134465,"{'neg': 0.435, 'neu': 0.565, 'pos': 0.0, 'compound': -0.8492}"
RT @tonistopazz: this whole cheryl kissing someone else fuss is giving me flashbacks to when half of us were mourning chonis breakup a week…,False,en,0,10,2021-02-27 01:55:07,1365480550425915394,"{'neg': 0.1, 'neu': 0.69, 'pos': 0.21, 'compound': 0.4939}"
@chonibIossom We were peacefully in denial even though we knew .... I don’t like the verification - only thing giving me peace is I now that Mads is the captain of our ship so whatever this is isn’t long,False,en,4,0,2021-02-27 01:54:53,1365480492276023303,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.8957}"
@CW_Riverdale Always barchie..hmm what about choni! Choni! Choni!! Grrrr 😭😭😭,False,en,0,0,2021-02-27 01:52:55,1365479998937702400,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @robynchoni: i sleep peacefully knowing that cheryl and toni will never be k!lled off because the writers know that they’d be called rac…,False,en,0,7,2021-02-27 01:51:24,1365479614127222792,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.5707}"
I just killed a mosquito with a box of toothpaste in my bathroom. How yall doing this evening?,False,en,1,0,2021-02-27 01:50:58,1365479506706894848,"{'neg': 0.243, 'neu': 0.757, 'pos': 0.0, 'compound': -0.6705}"
hey besties vote barchie pambrose nabrina rozharvey the only archieverse ships that matter !!! choni and falice can have some love too but barchiepambrose!!!!! https://t.co/SIBU040o0F,True,en,1,0,2021-02-27 01:50:52,1365479480081448962,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.5883}"
RT @toniblossoms: i’m all for choni angst and the build up of them being together but i think it’s the fact we know toni isn’t going to be…,False,en,0,3,2021-02-27 01:50:49,1365479468555522049,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @lynn_rachels: Earpers have set Twitter on fire today! Way to go! We have so much to be thankful for! #WynonnaEarp #BringWynonnaEarp htt…,False,en,0,23,2021-02-27 01:50:33,1365479403057262603,"{'neg': 0.086, 'neu': 0.751, 'pos': 0.164, 'compound': 0.4898}"
"RT @bestshipsxworld: toni topaz and cheryl blossom from riverdale
 https://t.co/mwWsT4ofLI",False,en,0,152,2021-02-27 01:49:58,1365479254461415425,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
@topazgotjuice @choni_icxnic Also I’d we don’t get to see her and Cheryl in here we’re being robbed,False,en,2,0,2021-02-27 01:48:51,1365478975796092931,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
@topazgotjuice @choni_icxnic A room fit for a true queen 🥰✨,False,en,2,0,2021-02-27 01:48:21,1365478847337160706,"{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.6486}"
RT @mylittlefaith: choni is truly in their making elaborate ass plans and grand gestures for one another instead of simply talking to each…,False,en,0,7,2021-02-27 01:47:28,1365478627740176390,"{'neg': 0.119, 'neu': 0.68, 'pos': 0.201, 'compound': 0.34}"
RT @wolfiescowen: you had to be there https://t.co/SvjmcFiW1f,False,en,0,4558,2021-02-27 01:47:09,1365478548161650688,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @lodgesecrets: pretty hot of them
https://t.co/e1LU6J4VYs",False,en,0,11,2021-02-27 01:47:08,1365478540561559554,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.4939}"
"RT @_klangers: Died twice today. This is my ghost tweeting.
#WynonnaEarp #BringWynonnaHome https://t.co/ZgqtJ7oQYe",False,en,0,3,2021-02-27 01:46:55,1365478486161391622,"{'neg': 0.349, 'neu': 0.651, 'pos': 0.0, 'compound': -0.7096}"
"RT @_LMyz: Do you think @KatBarrell knows that she broke the entire fucking internet by simply putting on A FUCKING HAT 
#WynonnaEarp #Brin…",False,en,0,57,2021-02-27 01:46:53,1365478479064670211,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.4215}"
RT @topazgotjuice: I JUMPED i thought that was river for a split second,True,en,0,2,2021-02-27 01:45:48,1365478205315031044,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
@sapphicvanessa DONT TAKE THE DREAM AWAY 😭😭😭,False,en,0,0,2021-02-27 01:44:39,1365477916235223043,"{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.3143}"
RT @chonisblossom: Guys wait we thought since they graduated no Choni locker room kiss but it could still happen,False,en,0,2,2021-02-27 01:44:29,1365477874615136260,"{'neg': 0.078, 'neu': 0.829, 'pos': 0.093, 'compound': 0.0772}"
RT @sapphicvanessa: “i stood” what if this isn’t a rain kiss but another part of this season’s mystery? https://t.co/b45XGyD8Ba,False,en,0,2,2021-02-27 01:44:27,1365477868671819776,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.2263}"
"RT @PRiveerdale: ""If you find someone better than me, please don't tell me"" https://t.co/B8bUiS7il8",False,en,0,10,2021-02-27 01:44:11,1365477800287887361,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.6369}"
"RT @sunlightchoni: CHONI CENTRIC EPISODE , THIS TRULY IS MY BABIES SEASON🥺🥺🥺",False,en,0,3,2021-02-27 01:44:08,1365477789281968132,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.5622}"
RT @milfyswift: so sorry guys i am a slut for angst and the possibilities of cheryl having a fling with someone while still deeply in love…,False,en,0,4,2021-02-27 01:44:04,1365477770835464194,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.6748}"
RT @milfyswift: what the hell does a risky plan mean girl you already showed up at toni's office in red lingerie do you not think you alrea…,False,en,0,6,2021-02-27 01:43:55,1365477734210764803,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.7506}"
RT @topazgotjuice: i really feel like all hell is gonna break loose between choni at this key party in 5x08,False,en,0,10,2021-02-27 01:43:52,1365477720466075650,"{'neg': 0.252, 'neu': 0.548, 'pos': 0.2, 'compound': -0.3446}"
"RT @robynchoni: so if minerva is just leading cheryl on, when cheryl eventually finds out she’s gonna be so broken because the first person…",False,en,0,4,2021-02-27 01:43:42,1365477678250360834,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.6113}"
RT @lovemesometopaz: WAIT the “party” isn’t in 5x08 because erinn’s not in the episode but she’s in this picture..... are we sure this is a…,False,en,0,4,2021-02-27 01:43:30,1365477628866658306,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4497}"
"RT @mylittlefaith: 5x08 written by the same writer that wrote 3x18 and 4x07, two of my favorite choni episodes? a win. also wrote 2x06, a g…",False,en,0,5,2021-02-27 01:43:09,1365477540052238339,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.7783}"
RT @robynchoni: when they kiss and cheryl pulls away because she doesn’t feel the spark she  had with toni and minerva asks what’s wrong an…,False,en,0,13,2021-02-27 01:43:00,1365477502500634627,"{'neg': 0.104, 'neu': 0.738, 'pos': 0.158, 'compound': 0.1531}"
@tonidaIe ✨ Manifesting ✨,False,en,2,0,2021-02-27 01:42:44,1365477435693744128,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @chonirubies: choni rain kiss will be the biggest collapse ever 
https://t.co/fTorYVILui",False,en,0,7,2021-02-27 01:42:35,1365477399148773376,"{'neg': 0.2, 'neu': 0.625, 'pos': 0.175, 'compound': -0.1027}"
RT @tonidaIe: what if cheryl sets up the key party and wants toni but somehow ends up with minerva (“risky plan” meaning it might not work…,False,en,0,43,2021-02-27 01:42:17,1365477319750676482,"{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.2144}"
RT @chonibIossom: considering adeline left vancouver in the middle of filming 510 i feel like cheryl and minerva won’t be going on much lon…,False,en,0,13,2021-02-27 01:42:03,1365477261944754189,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}"
@chonicarrington Wow I mean plz no but this is brilliant,False,en,2,0,2021-02-27 01:40:59,1365476993639342081,"{'neg': 0.104, 'neu': 0.326, 'pos': 0.57, 'compound': 0.7992}"
@robynchoni I’m low key here for it,False,en,0,0,2021-02-27 01:40:11,1365476795290681357,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.2732}"
I think imma go crazy waiting for choni to be together again,False,en,0,0,2021-02-27 01:40:10,1365476790328848388,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.34}"
RT @robynchoni: i low key want choni’s first kiss to be out of frustration and anger after an argument and one of them pulls away and runs…,False,en,0,23,2021-02-27 01:40:06,1365476771555127301,"{'neg': 0.321, 'neu': 0.563, 'pos': 0.115, 'compound': -0.8074}"
@toniblossoms I mean I want their friendship - but I’m here for this too,False,en,0,0,2021-02-27 01:38:08,1365476277902323712,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.2732}"
RT @toniblossoms: WAIT A MINUTE.... WHAT IF ITS TABITHA https://t.co/PfS4pyMamX,False,en,0,43,2021-02-27 01:37:49,1365476196495015938,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @chonirubies: cheryl making a risky plan to be with toni https://t.co/fTA0tOA9iR,False,en,0,10,2021-02-27 01:36:46,1365475933793173505,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.2023}"
RT @chxrylpetsch: thinking about madelaine calling adeline “my minerva”.... if cheryl ever calls that woman any of the nicknames she had fo…,False,en,0,16,2021-02-27 01:36:45,1365475928923660292,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
RT @starrytopaz: tbh before i didn’t really care if cheryl had another love interest but knowing iesbiancheryl is getting what she wants is…,False,en,0,4,2021-02-27 01:36:23,1365475837294768129,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.7047}"
@robynchoni Hey! She is completely! Whatever this is is short term she fights for the endgame!,False,en,0,0,2021-02-27 01:35:54,1365475713952940034,"{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.5538}"
RT @adoreschoni: getting a cheryl/minerva kiss before i get a choni one  https://t.co/bHgPnsDIB8,False,en,0,15,2021-02-27 01:35:43,1365475669686247424,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}"
"CHERYL IS GOING TO KISS MINERVA?? NOOOOO

https://t.co/i9qBfB2yTY",False,en,0,0,2021-02-27 01:35:26,1365475597921697793,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.5984}"
"RT @cappuchoni: minerva is going to try to seduce cheryl, thinking toni only used her for money after bringing the vixens back, cheryl give…",False,en,0,19,2021-02-27 01:35:04,1365475504162275328,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
@ChoniBeMine @choniswitches2 I like your second option more but idk my heart isn’t at all ready,False,en,0,0,2021-02-27 01:34:57,1365475474147856390,"{'neg': 0.106, 'neu': 0.631, 'pos': 0.263, 'compound': 0.4556}"
"@Tonicheryltopaz I feel like the baby has a big impact between them - but I don’t want her to give up Cheryl clearly is still completely in love with her, but idek at this point",False,en,0,0,2021-02-27 01:34:23,1365475331763798016,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.918}"
Wtf is happening??? Why are y'all talking about cheryl and minerva?? I'm so confused😭,False,en,0,0,2021-02-27 01:33:34,1365475127400480772,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.6966}"
"RT @barchanted: I will be voting for Barchie, Choni, and Falice. Who's with me? 😇",True,en,0,1,2021-02-27 01:31:43,1365474662868779012,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @momentsofchoni: “T-Toni, slow down!”
“Relax Cher, I know what I’m doing.”
“I’m sure you do but- AHHH!!”
“Stop screaming, you’re making…",False,en,0,12,2021-02-27 01:31:16,1365474548594933765,"{'neg': 0.172, 'neu': 0.762, 'pos': 0.066, 'compound': -0.5612}"
RT @chonistyles: 5x08 IS A CHONI CENTERED EPISODE IS THIS WHAT HEAVEN FEELS LIKE https://t.co/GHF84U05kw,False,en,0,5,2021-02-27 01:22:06,1365472243560685570,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8056}"
