tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,neg,neu,pos
"my hopes are really high for bughead and varchie and if they aren't endgame, I've basically just embarrassed myself. It's 100% that choni are endgame.",False,en,2,0,2021-02-25 19:07:28,1365015575102119944,"['hopes', 'really', 'high', 'bughead', 'varchie', 'endgame', 'basically', 'embarrassed', '100', 'choni', 'endgame']","my hopes are really high for bughead and varchie and if they aren't endgame, i've basically just embarrassed myself. it's 100% that choni are endgame.",0.08,0.00,0.92
@JuliDG It was cute but I miss varchie and bughead,False,en,2,0,2021-02-25 19:07:07,1365015486778474497,"['cute', 'miss', 'varchie', 'bughead']", it was cute but i miss varchie and bughead,0.00,0.00,1.00
RT @elizabethdree: Why would they invest in barchie childhood flashbacks for it to be about varchie/bughead finding their way back??? Legit…,False,en,0,1,2021-02-25 19:05:03,1365014966017916928,"['would', 'invest', 'barchie', 'childhood', 'flashbacks', 'varchie', 'bughead', 'finding', 'way', 'back', 'legit']",rt : why would they invest in barchie childhood flashbacks for it to be about varchie/bughead finding their way back??? legit…,0.00,0.00,1.00
RT @bugverchoni: varchie exes to lovers confirmed https://t.co/DdF1CiDDJR,False,en,0,4,2021-02-25 19:00:20,1365013779507994627,"['varchie', 'exes', 'lovers', 'confirmed']",rt : varchie exes to lovers confirmed ,0.17,0.00,0.83
RT @slowburnsftw: y’all think this story is about varchie? really? https://t.co/kq2an7jEmX,True,en,0,5,2021-02-25 18:57:22,1365013031277654017,"['think', 'story', 'varchie', 'really']",rt : y’all think this story is about varchie? really? ,0.00,0.00,1.00
@rcnnnie @Clarawxc and guess what they date for one more be married in next 2 seasons (we can not handle a bughead and varchie wedding in the same season it would kill us lol) and by the last season we will have the birth of  juilet Jones and fred jr andrews,False,en,6,0,2021-02-25 18:53:00,1365011934219755522,"['guess', 'date', 'one', 'married', 'next', '2', 'seasons', 'handle', 'bughead', 'varchie', 'wedding', 'season', 'would', 'kill', 'us', 'lol', 'last', 'season', 'birth', 'juilet', 'jones', 'fred', 'jr', 'andrews']",  and guess what they date for one more be married in next 2 seasons (we can not handle a bughead and varchie wedding in the same season it would kill us lol) and by the last season we will have the birth of  juilet jones and fred jr andrews,0.00,0.00,1.00
"WATCH: Riverdale Music Video - ""Shallow""! https://t.co/sbevFO7BXV 

@camilamendes #riverdale #varchie https://t.co/ZdICB2KHyB",False,en,1,0,2021-02-25 18:52:06,1365011707605753861,"['watch', 'riverdale', 'music', 'video', 'shallow', 'riverdale', 'varchie']","watch: riverdale music video - ""shallow""!  

 riverdale varchie ",0.00,0.00,1.00
"@monikapekeke @cqlesprvses @enigmabuqhead varchie were in a relationship, barchie are fwb there’s a difference and yall just can’t get that through your heads apparently",False,en,0,0,2021-02-25 18:49:46,1365011119040049156,"['varchie', 'relationship', 'barchie', 'fwb', 'difference', 'yall', 'get', 'heads', 'apparently']","   varchie were in a relationship, barchie are fwb there’s a difference and yall just can’t get that through your heads apparently",0.00,0.00,1.00
"RT @barchie2021: If varchie has to happen again just for him to realize he's in love with betty, so be it! We've been saying this, we do no…",False,en,0,4,2021-02-25 18:48:50,1365010885694148611,"['varchie', 'happen', 'realize', 'love', 'betty', 'saying']","rt : if varchie has to happen again just for him to realize he's in love with betty, so be it! we've been saying this, we do no…",0.04,0.00,0.96
"@BugheadUpdates It’s over now, we have to move on! Personally I hope there will be no return with the old couples, never again of Bughead and Varchie 🙏🏼🥱🤢😂",False,en,0,0,2021-02-25 18:48:40,1365010844787101696,"['move', 'personally', 'hope', 'return', 'old', 'couples', 'never', 'bughead', 'varchie']"," it’s over now, we have to move on! personally i hope there will be no return with the old couples, never again of bughead and varchie :folded hands medium-light skin tone::yawning face::nauseated face::face with tears of joy:",0.00,0.00,1.00
"Why would they invest in barchie childhood flashbacks for it to be about varchie/bughead finding their way back??? Legit all this effort for them realizing they are better off as friends? This isn't pll! Barchie has a full season that will be filled with questions, angst etc",False,en,12,1,2021-02-25 18:48:15,1365010738172076037,"['would', 'invest', 'barchie', 'childhood', 'flashbacks', 'varchie', 'bughead', 'finding', 'way', 'back', 'legit', 'effort', 'realizing', 'better', 'friends', 'pll', 'barchie', 'full', 'season', 'filled', 'questions', 'angst', 'etc']","why would they invest in barchie childhood flashbacks for it to be about varchie/bughead finding their way back??? legit all this effort for them realizing they are better off as friends? this isn't pll! barchie has a full season that will be filled with questions, angst etc",0.00,0.00,1.00
@RiverdaleWriter @cmaroon @nocontextrvd it seems like varchie is gonna get sm closer as friends... do u think there are any possibilities of an exes to lovers trope this season?,False,en,7,0,2021-02-25 18:48:09,1365010713115320327,"['seems', 'like', 'varchie', 'gonna', 'get', 'sm', 'closer', 'friends', 'u', 'think', 'possibilities', 'exes', 'lovers', 'trope', 'season']",   it seems like varchie is gonna get sm closer as friends... do u think there are any possibilities of an exes to lovers trope this season?,0.19,0.09,0.72
"RT @xtricdavisx: Also that Glen dude is eventually going to show up in rvd, which is going to make Archie jealous. I could see Archie spend…",False,en,0,7,2021-02-25 18:46:53,1365010395333881859,"['also', 'glen', 'dude', 'eventually', 'going', 'show', 'rvd', 'going', 'make', 'archie', 'jealous', 'could', 'see', 'archie', 'spend']","rt : also that glen dude is eventually going to show up in rvd, which is going to make archie jealous. i could see archie spend…",0.00,0.00,1.00
"RT @iamyourscamila: no new, still you #varchie 
https://t.co/lO0GkPH2qg",False,en,0,2,2021-02-25 18:43:59,1365009664568565761,"['new', 'still', 'varchie']","rt : no new, still you varchie 
",0.00,0.00,1.00
If you tell me that Cami didn’t kill that performance of “Shallow” in last night’s episode....well then.,False,en,7,0,2021-02-25 18:43:26,1365009526919987203,"['tell', 'cami', 'kill', 'performance', 'shallow', 'last', 'night', 'episode', 'well']",if you tell me that cami didn’t kill that performance of “shallow” in last night’s episode....well then.,0.00,0.06,0.94
bring barchie huh are they broken up??calm down dhsjs varchie is not together even... https://t.co/Lde487qkKy,True,en,3,0,2021-02-25 18:42:38,1365009324263829512,"['bring', 'barchie', 'huh', 'broken', 'calm', 'dhsjs', 'varchie', 'together', 'even']",bring barchie huh are they broken up??calm down dhsjs varchie is not together even... ,0.00,0.07,0.93
@vickynews there is no way the outcast isn't filled with  varchie smut lol,False,en,1,0,2021-02-25 18:41:45,1365009104847179785,"['way', 'outcast', 'filled', 'varchie', 'smut', 'lol']", there is no way the outcast isn't filled with  varchie smut lol,0.00,0.00,1.00
RT @slowburnsftw: i’m just wondering when people will realize that they took bh out of the equation. and i promise you it’s not for VARCHIE…,True,en,0,4,2021-02-25 18:41:28,1365009033757745154,"['wondering', 'people', 'realize', 'took', 'bh', 'equation', 'promise', 'varchie']",rt : i’m just wondering when people will realize that they took bh out of the equation. and i promise you it’s not for varchie…,0.00,0.00,1.00
@RiverdaleWriter @cmaroon @nocontextrvd So excited ! Please I would like to know about #varchie in the next episodes ? We saw a lot of parallels last night episode !,False,en,8,0,2021-02-25 18:41:28,1365009033099431942,"['excited', 'please', 'would', 'like', 'know', 'varchie', 'next', 'episodes', 'saw', 'lot', 'parallels', 'last', 'night', 'episode']",   so excited ! please i would like to know about varchie in the next episodes ? we saw a lot of parallels last night episode !,0.04,0.00,0.96
"RT @rcnnieandrewss: ""varchie dated for 4 seas-"" [GUNSHOT]",False,en,0,2,2021-02-25 18:41:02,1365008924726984704,"['varchie', 'dated', '4', 'seas', 'gunshot']","rt : ""varchie dated for 4 seas-"" [gunshot]",0.14,0.00,0.86
@RiverdaleWriter @cmaroon @nocontextrvd Anything about Varchie,False,en,2,0,2021-02-25 18:39:59,1365008657587527687,"['anything', 'varchie']",   anything about varchie,0.00,0.00,1.00
"""varchie dated for 4 seas-"" [GUNSHOT]",False,en,38,2,2021-02-25 18:39:51,1365008626188967943,"['varchie', 'dated', '4', 'seas', 'gunshot']","""varchie dated for 4 seas-"" [gunshot]",0.17,0.00,0.83
bughead* jarchie was cute but varchie or whatever it’s called ain’t it https://t.co/mWAGUCEore,True,en,1,0,2021-02-25 18:38:10,1365008202006462465,"['bughead', 'jarchie', 'cute', 'varchie', 'whatever', 'called']",bughead* jarchie was cute but varchie or whatever it’s called ain’t it ,0.00,0.08,0.92
RT @jaceyskeene: i got friend vibes from varchie on archie’s end,False,en,0,2,2021-02-25 18:37:59,1365008153960710144,"['got', 'friend', 'vibes', 'varchie', 'archie', 'end']",rt : i got friend vibes from varchie on archie’s end,0.00,0.00,1.00
RT @VARCHIEWHORE: i do this every night with varchie before I go to sleep?? I thought i was the only one please,True,en,0,2,2021-02-25 18:32:14,1365006706732843011,"['every', 'night', 'varchie', 'go', 'sleep', 'thought', 'one', 'please']",rt : i do this every night with varchie before i go to sleep?? i thought i was the only one please,0.00,0.00,1.00
"varchie x can i be him, a thread:",False,en,2,0,2021-02-25 18:31:54,1365006623954075650,"['varchie', 'x', 'thread']","varchie x can i be him, a thread:",0.00,0.00,1.00
RT @vickynews: varchie wedding next season??? https://t.co/eogjLUuaWc,False,en,0,10,2021-02-25 18:27:05,1365005412295131143,"['varchie', 'wedding', 'next', 'season']",rt : varchie wedding next season??? ,0.00,0.00,1.00
archie andrews jughead jones betty elizabeth cooper veronica lodge time jump rvd riverdale recap new episode netflix bughead choni endgame jealous varchie barchie toni topaz cheryl blossom season 5 5x05 ep https://t.co/1dYSMg9jVb,False,en,1,0,2021-02-25 18:26:05,1365005160292880385,"['archie', 'andrews', 'jughead', 'jones', 'betty', 'elizabeth', 'cooper', 'veronica', 'lodge', 'time', 'jump', 'rvd', 'riverdale', 'recap', 'new', 'episode', 'netflix', 'bughead', 'choni', 'endgame', 'jealous', 'varchie', 'barchie', 'toni', 'topaz', 'cheryl', 'blossom', 'season', '5', '5x05', 'ep']",archie andrews jughead jones betty elizabeth cooper veronica lodge time jump rvd riverdale recap new episode netflix bughead choni endgame jealous varchie barchie toni topaz cheryl blossom season 5 5x05 ep ,0.03,0.00,0.97
@ronnielodge20 Yeah I was hearing 508. But I think the theories behind what happens in that scene are totally off but I guess only time will tell.,False,en,1,0,2021-02-25 18:25:47,1365005087047897090,"['yeah', 'hearing', '508', 'think', 'theories', 'behind', 'happens', 'scene', 'totally', 'guess', 'time', 'tell']", yeah i was hearing 508. but i think the theories behind what happens in that scene are totally off but i guess only time will tell.,0.00,0.00,1.00
"@Varchie_Kj_Cami idk what episode it in,just thought because it said something about Archie doing the fire station next episode.but either way🤮🤮",False,en,0,0,2021-02-25 18:25:10,1365004931179163654,"['idk', 'episode', 'thought', 'said', 'something', 'archie', 'fire', 'station', 'next', 'episode', 'either', 'way']"," kj cami idk what episode it in,just thought because it said something about archie doing the fire station next episode.but either way:face vomiting::face vomiting:",0.00,0.00,1.00
@stelenabrina I was literally on live for the episode last night. I was like what grown man says that! 🤣🤣🤣🤣,False,en,0,0,2021-02-25 18:24:56,1365004872219787264,"['literally', 'live', 'episode', 'last', 'night', 'like', 'grown', 'man', 'says']", i was literally on live for the episode last night. i was like what grown man says that! :rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing:,0.03,0.00,0.97
@RiverdaleWriter @cmaroon @nocontextrvd varchie love confession when?,False,en,8,0,2021-02-25 18:24:42,1365004813159825409,"['varchie', 'love', 'confession']",   varchie love confession when?,0.25,0.00,0.75
@vcrchies I think it’s amusing because like this is how drama shows work. Like look at Pretty Little Liars for example. They broke up all the originals pairs come their time jump and by the end all the endgames were happily together.,False,en,3,1,2021-02-25 18:24:32,1365004769811693574,"['think', 'amusing', 'like', 'drama', 'shows', 'work', 'like', 'look', 'pretty', 'little', 'liars', 'example', 'broke', 'originals', 'pairs', 'come', 'time', 'jump', 'end', 'endgames', 'happily', 'together']", i think it’s amusing because like this is how drama shows work. like look at pretty little liars for example. they broke up all the originals pairs come their time jump and by the end all the endgames were happily together.,0.07,0.00,0.93
"when jughead writer's block is over and he's back writing varchie smut, y'all will see. https://t.co/nPpCfBriJp",True,en,35,0,2021-02-25 18:23:30,1365004511371284488,"['jughead', 'writer', 'block', 'back', 'writing', 'varchie', 'smut', 'see']","when jughead writer's block is over and he's back writing varchie smut, y'all will see. ",0.00,0.00,1.00
@ronnielodge20 See I keep hearing that scene is in 508 and now I’m hearing it’s in 507. I’m so confusedddd,False,en,0,0,2021-02-25 18:23:22,1365004474817929221,"['see', 'keep', 'hearing', 'scene', '508', 'hearing', '507', 'confusedddd']", see i keep hearing that scene is in 508 and now i’m hearing it’s in 507. i’m so confusedddd,0.00,0.00,1.00
@RiverdaleWriter @cmaroon @nocontextrvd When are you gonna stop isolating jughead from the rest of the cast? Can you stop ruining bughead and varchie just to make barchie happe n?,False,en,4,0,2021-02-25 18:23:00,1365004385789632516,"['gonna', 'stop', 'isolating', 'jughead', 'rest', 'cast', 'stop', 'ruining', 'bughead', 'varchie', 'make', 'barchie', 'happe', 'n']",   when are you gonna stop isolating jughead from the rest of the cast? can you stop ruining bughead and varchie just to make barchie happe n?,0.00,0.00,1.00
@cmaroon Miss Bell didn't warn me that Varchie would make me cry AGAIN!! CHRISSY!!!!,False,en,1,0,2021-02-25 18:22:50,1365004343334830084,"['miss', 'bell', 'warn', 'varchie', 'would', 'make', 'cry', 'chrissy']", miss bell didn't warn me that varchie would make me cry again!! chrissy!!!!,0.00,0.00,1.00
@RiverdaleWriter @cmaroon @nocontextrvd talk about varchie,False,en,4,0,2021-02-25 18:20:48,1365003831898238984,"['talk', 'varchie']",   talk about varchie,0.00,0.00,1.00
@RiverdaleDark Veronica is probably going to ask Chad for a divorce at some point. Does this mean that Varchie is going to be endgame?,False,en,3,0,2021-02-25 18:20:43,1365003809492099073,"['veronica', 'probably', 'going', 'ask', 'chad', 'divorce', 'point', 'mean', 'varchie', 'going', 'endgame']", veronica is probably going to ask chad for a divorce at some point. does this mean that varchie is going to be endgame?,0.04,0.00,0.96
"RT @itwasforbetty: Archie isn’t jealous of Chad, he’s protective bc even tho Varchie is no longer together he still cares about her &amp; clear…",False,en,0,3,2021-02-25 18:19:05,1365003399880712194,"['archie', 'jealous', 'chad', 'protective', 'bc', 'even', 'tho', 'varchie', 'longer', 'together', 'still', 'cares', 'amp', 'clear']","rt : archie isn’t jealous of chad, he’s protective bc even tho varchie is no longer together he still cares about her &amp; clear…",0.00,0.00,1.00
@RiverdaleDark How’s Pete doing now that they may use Varchie as a method to bring Barchie together?,False,en,3,0,2021-02-25 18:18:14,1365003185069424648,"['pete', 'may', 'use', 'varchie', 'method', 'bring', 'barchie', 'together']", how’s pete doing now that they may use varchie as a method to bring barchie together?,0.00,0.00,1.00
RT @archietonis: if they brought this storyline a little more into the season I’d be more worried right now everything is new barchie just…,False,en,0,4,2021-02-25 18:17:22,1365002966290284546,"['brought', 'storyline', 'little', 'season', 'worried', 'right', 'everything', 'new', 'barchie']",rt : if they brought this storyline a little more into the season i’d be more worried right now everything is new barchie just…,0.00,0.00,1.00
@RiverdaleDark varchie angst is acting as a plot device for barchie jealousy it’s all adding up! https://t.co/I0HugngQEO,False,en,4,0,2021-02-25 18:16:43,1365002801315725313,"['varchie', 'angst', 'acting', 'plot', 'device', 'barchie', 'jealousy', 'adding']", varchie angst is acting as a plot device for barchie jealousy it’s all adding up! ,0.00,0.00,1.00
"RT @hereforvarchie: ""Lodge, actually. Veronica Lodge."" 😍❤️😍❤️😍❤️😍 #varchie and the looks they shared this episode. I am gonna take this is…",False,en,0,7,2021-02-25 18:16:29,1365002742691897354,"['lodge', 'actually', 'veronica', 'lodge', 'varchie', 'looks', 'shared', 'episode', 'gonna', 'take']","rt : ""lodge, actually. veronica lodge."" :smiling face with heart-eyes::red heart::smiling face with heart-eyes::red heart::smiling face with heart-eyes::red heart::smiling face with heart-eyes: varchie and the looks they shared this episode. i am gonna take this is…",0.00,0.00,1.00
i suddenly feel a need to try to make a varchie + betty edit of drivers license,False,en,2,0,2021-02-25 18:16:28,1365002739667906564,"['suddenly', 'feel', 'need', 'try', 'make', 'varchie', 'betty', 'edit', 'drivers', 'license']",i suddenly feel a need to try to make a varchie + betty edit of drivers license,0.00,0.00,1.00
RT @slowburnsftw: bhs getting 0 content and now pushing the varchie agenda to get their ship back. oh how the tables ...,False,en,0,15,2021-02-25 18:14:48,1365002322028482561,"['bhs', 'getting', '0', 'content', 'pushing', 'varchie', 'agenda', 'get', 'ship', 'back', 'oh', 'tables']",rt : bhs getting 0 content and now pushing the varchie agenda to get their ship back. oh how the tables ...,0.00,0.05,0.95
i actually cannot wait for varchie because it’s gonna add so much angst and bh/va think ba are down about it😭 sis we WANT this https://t.co/aXtw23bqqJ,True,en,4,1,2021-02-25 18:13:07,1365001897502011392,"['actually', 'cannot', 'wait', 'varchie', 'gonna', 'add', 'much', 'angst', 'bh', 'va', 'think', 'ba', 'sis', 'want']",i actually cannot wait for varchie because it’s gonna add so much angst and bh/va think ba are down about it:loudly crying face: sis we want this ,0.00,0.00,1.00
RT @archiercnnie: NAH VARCHIE IS SERVING EXES TO LOVERS LIKE ITS LITERALLY UNDENIABLE AT THIS POINT,False,en,0,13,2021-02-25 18:12:30,1365001741821874176,"['nah', 'varchie', 'serving', 'exes', 'lovers', 'like', 'literally', 'undeniable', 'point']",rt : nah varchie is serving exes to lovers like its literally undeniable at this point,0.13,0.00,0.87
"RT @Aestheticlils: After last night’s episode, I don’t want to hear that Bughead and Varchie don’t have chemistry. I don’t want to hear tha…",False,en,0,2,2021-02-25 18:11:42,1365001540990169089,"['last', 'night', 'episode', 'want', 'hear', 'bughead', 'varchie', 'chemistry', 'want', 'hear', 'tha']","rt : after last night’s episode, i don’t want to hear that bughead and varchie don’t have chemistry. i don’t want to hear tha…",0.00,0.00,1.00
"WATCH: Riverdale 5.07 Trailer - ""Fire In The Sky""! https://t.co/MO99Jv6wUr 

#barchie #riverdale #varchie https://t.co/aNQTPFQYLB",False,en,3,0,2021-02-25 18:09:20,1365000947043196928,"['watch', 'riverdale', '5', '07', 'trailer', 'fire', 'sky', 'barchie', 'riverdale', 'varchie']","watch: riverdale 5.07 trailer - ""fire in the sky""!  

barchie riverdale varchie ",0.00,0.00,1.00
VARCHIE BREAKUP https://t.co/qffag341DR,False,en,0,0,2021-02-25 18:08:19,1365000688971882497,"['varchie', 'breakup']",varchie breakup ,0.00,0.00,1.00
"@2Mimi15 @TayLofan67 @BandB_CBS @TayLofan67 I think you would be team barchie but I’m not sure lol, I can’t see you liking varchie maybe bughead",False,en,0,0,2021-02-25 18:07:52,1365000577214681090,"['think', 'would', 'team', 'barchie', 'sure', 'lol', 'see', 'liking', 'varchie', 'maybe', 'bughead']","   cbs  i think you would be team barchie but i’m not sure lol, i can’t see you liking varchie maybe bughead",0.00,0.00,1.00
I don’t think #varchie is getting back together but I think maybe #VeronicaLodge will be really happy to be reunited with her old friends in #Riverdale and after her “break” to find out if she is a #pops kind of girl or a #mias kind of girl she will realize that she doesn’t want-,False,en,1,0,2021-02-25 18:06:59,1365000351921758208,"['think', 'varchie', 'getting', 'back', 'together', 'think', 'maybe', 'veronicalodge', 'really', 'happy', 'reunited', 'old', 'friends', 'riverdale', 'break', 'find', 'pops', 'kind', 'girl', 'mias', 'kind', 'girl', 'realize', 'want']",i don’t think varchie is getting back together but i think maybe veronicalodge will be really happy to be reunited with her old friends in riverdale and after her “break” to find out if she is a pops kind of girl or a mias kind of girl she will realize that she doesn’t want-,0.02,0.00,0.98
@luxluis13 @AliceKate1406 🤣🤣🤣 ras said we will know what's going with barchie pretty fast  while varchie and bughead will take some time if they really had plans for ba it would be reversed,False,en,3,0,2021-02-25 18:06:50,1365000316433756163,"['ras', 'said', 'know', 'going', 'barchie', 'pretty', 'fast', 'varchie', 'bughead', 'take', 'time', 'really', 'plans', 'ba', 'would', 'reversed']",  :rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing: ras said we will know what's going with barchie pretty fast  while varchie and bughead will take some time if they really had plans for ba it would be reversed,0.00,0.00,1.00
RT @bugverchoni: varchie exes to lovers really has their gorilla grip around ba’s throat😔 https://t.co/Fr5MnOI6Mn,False,en,0,3,2021-02-25 18:02:15,1364999161687404547,"['varchie', 'exes', 'lovers', 'really', 'gorilla', 'grip', 'around', 'ba', 'throat']",rt : varchie exes to lovers really has their gorilla grip around ba’s throat:pensive face: ,0.08,0.00,0.92
@BernardaAlba715 @AliceKate1406 honey listen to your self right now 🤣🤣🤣🤣 so your saying if they do a bughead kids flash back  that make them endgame ? and let see they litet take the time to build bughead and varchie up  they literally set up a slow burn for them but they decided to rush ba 🤣🤣,False,en,0,0,2021-02-25 18:00:28,1364998714427797504,"['honey', 'listen', 'self', 'right', 'saying', 'bughead', 'kids', 'flash', 'back', 'make', 'endgame', 'let', 'see', 'litet', 'take', 'time', 'build', 'bughead', 'varchie', 'literally', 'set', 'slow', 'burn', 'decided', 'rush', 'ba']",  honey listen to your self right now :rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing: so your saying if they do a bughead kids flash back  that make them endgame ? and let see they litet take the time to build bughead and varchie up  they literally set up a slow burn for them but they decided to rush ba :rolling on the floor laughing::rolling on the floor laughing:,0.01,0.00,0.99
"NEW! Riverdale 5.07 Photos - ""Fire In The Sky""! 
GALLERY: https://t.co/v7iZpIv8eo 

@BonifacioAc #barchie #riverdale #varchie https://t.co/jyOdJc5Yy1",False,en,6,0,2021-02-25 17:59:07,1364998373036597251,"['new', 'riverdale', '5', '07', 'photos', 'fire', 'sky', 'gallery', 'barchie', 'riverdale', 'varchie']","new! riverdale 5.07 photos - ""fire in the sky""! 
gallery:  

 barchie riverdale varchie ",0.08,0.00,0.92
i miss varchie,False,en,1,0,2021-02-25 17:56:44,1364997775469867008,"['miss', 'varchie']",i miss varchie,0.00,0.00,1.00
doesn’t sit right with me that chad &amp; Veronica have more sceentime than choni &amp; he’s abusive &amp; varchie did &amp; he cheated on her. can choni actually get treated equally to the hets for once? Now Cheryl’s leaving the house they better get the same,False,en,5,0,2021-02-25 17:56:38,1364997751180652545,"['sit', 'right', 'chad', 'amp', 'veronica', 'sceentime', 'choni', 'amp', 'abusive', 'amp', 'varchie', 'amp', 'cheated', 'choni', 'actually', 'get', 'treated', 'equally', 'hets', 'cheryl', 'leaving', 'house', 'better', 'get']",doesn’t sit right with me that chad &amp; veronica have more sceentime than choni &amp; he’s abusive &amp; varchie did &amp; he cheated on her. can choni actually get treated equally to the hets for once? now cheryl’s leaving the house they better get the same,0.00,0.00,1.00
@lodgdrews for it to be realistic varchie should get back together in season six tbh but let’s see how things work out,False,en,3,0,2021-02-25 17:54:25,1364997190884630529,"['realistic', 'varchie', 'get', 'back', 'together', 'season', 'six', 'tbh', 'let', 'see', 'things', 'work']", for it to be realistic varchie should get back together in season six tbh but let’s see how things work out,0.00,0.00,1.00
"@RiverdaleWriter varchie endgame, exactly https://t.co/V05Ra81qZo",False,en,0,0,2021-02-25 17:51:33,1364996471896956928,"['varchie', 'endgame', 'exactly']"," varchie endgame, exactly ",0.33,0.00,0.67
RT @barchvina: How are Barchies not happy with the scenes we’re getting? (Considering that this is the first time in ages we’re getting mul…,False,en,0,1,2021-02-25 17:49:39,1364995991670169600,"['barchies', 'happy', 'scenes', 'getting', 'considering', 'first', 'time', 'ages', 'getting', 'mul']",rt : how are barchies not happy with the scenes we’re getting? (considering that this is the first time in ages we’re getting mul…,0.04,0.00,0.96
"WATCH: Riverdale Time Jump - ""Archie Andrews""! https://t.co/OOjoRvpf17 

#barchie #riverdale #varchie https://t.co/E16ktdG0my",False,en,3,0,2021-02-25 17:49:25,1364995934313213953,"['watch', 'riverdale', 'time', 'jump', 'archie', 'andrews', 'barchie', 'riverdale', 'varchie']","watch: riverdale time jump - ""archie andrews""!  

barchie riverdale varchie ",0.00,0.00,1.00
"After last night’s episode, I don’t want to hear that Bughead and Varchie don’t have chemistry. I don’t want to hear that they’re toxic, or bad for each other. There’s genuine feelings, and love, between them. Not just sex, not just hookups for distractions. They love each other https://t.co/Sdt5HCPtH6",False,en,15,2,2021-02-25 17:49:00,1364995828276846592,"['last', 'night', 'episode', 'want', 'hear', 'bughead', 'varchie', 'chemistry', 'want', 'hear', 'toxic', 'bad', 'genuine', 'feelings', 'love', 'sex', 'hookups', 'distractions', 'love']","after last night’s episode, i don’t want to hear that bughead and varchie don’t have chemistry. i don’t want to hear that they’re toxic, or bad for each other. there’s genuine feelings, and love, between them. not just sex, not just hookups for distractions. they love each other ",0.11,0.06,0.83
nothing good about this episode but varchie crumbs.. 🥲,False,en,1,0,2021-02-25 17:47:46,1364995517101395968,"['nothing', 'good', 'episode', 'varchie', 'crumbs']",nothing good about this episode but varchie crumbs.. :smiling face with tear:,0.10,0.00,0.90
no no the varchie bulldogs scene parallels the one during thanksgiving when hiram (oof him again!) tried to close el royale early threatening the gathering they were holding for the kids,False,en,7,0,2021-02-25 17:47:42,1364995501968424965,"['varchie', 'bulldogs', 'scene', 'parallels', 'one', 'thanksgiving', 'hiram', 'oof', 'tried', 'close', 'el', 'royale', 'early', 'threatening', 'gathering', 'holding', 'kids']",no no the varchie bulldogs scene parallels the one during thanksgiving when hiram (oof him again!) tried to close el royale early threatening the gathering they were holding for the kids,0.00,0.00,1.00
"@CW_Riverdale 🤮BARCHIE🤮
🤢VUGHEAD🤢
✨BUGHEAD ✨
✨VARCHIE✨",False,en,1,0,2021-02-25 17:46:28,1364995189891207169,"['barchie', 'vughead', 'bughead', 'varchie']"," riverdale :face vomiting:barchie:face vomiting:
:nauseated face:vughead:nauseated face:
:sparkles:bughead :sparkles:
:sparkles:varchie:sparkles:",0.00,0.00,1.00
someone send me bughead and varchie fancams pls,False,en,0,0,2021-02-25 17:45:45,1364995009519382528,"['someone', 'send', 'bughead', 'varchie', 'fancams', 'pls']",someone send me bughead and varchie fancams pls,0.00,0.00,1.00
i do this every night with varchie before I go to sleep?? I thought i was the only one please https://t.co/DBYyKJTcz1,True,en,11,2,2021-02-25 17:45:29,1364994941542420484,"['every', 'night', 'varchie', 'go', 'sleep', 'thought', 'one', 'please']",i do this every night with varchie before i go to sleep?? i thought i was the only one please ,0.00,0.00,1.00
I just think what if emoji bones in ba*rchie post meaning Betty die? and the writers make varchie and Tabitha Jug… — i doubt that this would happen https://t.co/5BxANB4aDi,False,en,7,0,2021-02-25 17:44:21,1364994656673660930,"['think', 'emoji', 'bones', 'ba', 'rchie', 'post', 'meaning', 'betty', 'die', 'writers', 'make', 'varchie', 'tabitha', 'jug', 'doubt', 'would', 'happen']",i just think what if emoji bones in ba*rchie post meaning betty die? and the writers make varchie and tabitha jug… — i doubt that this would happen ,0.00,0.00,1.00
Y’all need to understand that bughead &amp; Varchie are gonna keep being teased. They’re gonna use that connection between those pairings as angst &amp; jealousy for #barchie. As soon as bh/va reconnect it’s gonna cause confusion &amp; jealousy for barchies friends with benefits situation😉 https://t.co/ZAGB4FZQlS,True,en,2,1,2021-02-25 17:41:56,1364994049166479362,"['need', 'understand', 'bughead', 'amp', 'varchie', 'gonna', 'keep', 'teased', 'gonna', 'use', 'connection', 'pairings', 'angst', 'amp', 'jealousy', 'barchie', 'soon', 'bh', 'va', 'reconnect', 'gonna', 'cause', 'confusion', 'amp', 'jealousy', 'barchies', 'friends', 'benefits', 'situation']",y’all need to understand that bughead &amp; varchie are gonna keep being teased. they’re gonna use that connection between those pairings as angst &amp; jealousy for barchie. as soon as bh/va reconnect it’s gonna cause confusion &amp; jealousy for barchies friends with benefits situation:winking face: ,0.00,0.00,1.00
RT @VarchiePolls: Archie’s face is the best ! #varchie https://t.co/892fJGuZlw,True,en,0,1,2021-02-25 17:41:46,1364994007512850434,"['archie', 'face', 'best', 'varchie']",rt : archie’s face is the best ! varchie ,0.00,0.00,1.00
