tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,neg,neu,pos
"The way he kept staring at them.
Archie Andrews jealous 😍 #varchie #riverdale https://t.co/pUZzpu4q61",False,en,6,0,2021-02-24 18:01:46,1364636655139840005,"['way', 'kept', 'staring', 'archie', 'andrews', 'jealous', 'varchie', 'riverdale']","the way he kept staring at them.
archie andrews jealous :smiling face with heart-eyes: varchie riverdale ",0.00,0.00,1.00
SO MUCH VARCHIE CONTENT!!! I CANT https://t.co/qgNRTVJbLc,False,en,33,2,2021-02-24 18:01:44,1364636643144200197,"['much', 'varchie', 'content', 'cant']",so much varchie content!!! i cant ,0.00,0.00,1.00
RT @VarchiePolls: What do you think about this ? #varchie https://t.co/U4AX2YL6zi,False,en,0,1,2021-02-24 18:01:34,1364636603289894921,"['think', 'varchie']",rt : what do you think about this ? varchie ,0.00,0.00,1.00
OMG and yall said varchie was dead he’s so jealous https://t.co/mGoEk8fz7O,False,en,10,2,2021-02-24 18:01:26,1364636569676742661,"['omg', 'yall', 'said', 'varchie', 'dead', 'jealous']",omg and yall said varchie was dead he’s so jealous ,0.00,0.00,1.00
RT @VarchiePolls: Why focus at Archie the most of the time ?? 🧐🧐🧐 #varchie https://t.co/YrIn50YSZZ,False,en,0,3,2021-02-24 18:01:05,1364636483286663170,"['focus', 'archie', 'time', 'varchie']",rt : why focus at archie the most of the time ?? :face with monocle::face with monocle::face with monocle: varchie ,0.00,0.00,1.00
RT @iywmlhart: the buzz varchie gives me &gt;&gt;&gt;&gt;,False,en,0,3,2021-02-24 18:00:32,1364636341875671041,"['buzz', 'varchie', 'gives', 'gt', 'gt', 'gt', 'gt']",rt : the buzz varchie gives me &gt;&gt;&gt;&gt;,0.00,0.00,1.00
"If you can’t actually tell what the writers are doing, then you’re in denial. They are setting the storyline up to bring back Bughead and Varchie. If they genuinely wanted BA to be together, they wouldn’t be making Archie this jealous, or bringing back old Bughead feelings.",False,en,1,0,2021-02-24 18:00:12,1364636258086096899,"['actually', 'tell', 'writers', 'denial', 'setting', 'storyline', 'bring', 'back', 'bughead', 'varchie', 'genuinely', 'wanted', 'ba', 'together', 'making', 'archie', 'jealous', 'bringing', 'back', 'old', 'bughead', 'feelings']","if you can’t actually tell what the writers are doing, then you’re in denial. they are setting the storyline up to bring back bughead and varchie. if they genuinely wanted ba to be together, they wouldn’t be making archie this jealous, or bringing back old bughead feelings.",0.00,0.00,1.00
"I have a feeling that Varchie is gonna have a faster storyline leading to reconnection than Bughead. 

Bughead is gonna be a long slow burn because there is a lot of rebuilding and conversations and earning of trust that need to happen. 

I just need B*rchie to be done rn.",False,en,10,1,2021-02-24 18:00:08,1364636240583135236,"['feeling', 'varchie', 'gonna', 'faster', 'storyline', 'leading', 'reconnection', 'bughead', 'bughead', 'gonna', 'long', 'slow', 'burn', 'lot', 'rebuilding', 'conversations', 'earning', 'trust', 'need', 'happen', 'need', 'b', 'rchie', 'done', 'rn']","i have a feeling that varchie is gonna have a faster storyline leading to reconnection than bughead. 

bughead is gonna be a long slow burn because there is a lot of rebuilding and conversations and earning of trust that need to happen. 

i just need b*rchie to be done rn.",0.00,0.00,1.00
@barchieislove1 @lgbtbarchie I think the same thing but those who ship the varchie see it differently or want to see it that way themselves.,False,en,0,0,2021-02-24 17:59:03,1364635971363381250,"['think', 'thing', 'ship', 'varchie', 'see', 'differently', 'want', 'see', 'way']",  i think the same thing but those who ship the varchie see it differently or want to see it that way themselves.,0.00,0.00,1.00
what did I tell y’all!! jealous archie and then varchie exes to lovers https://t.co/vm1USr8qrV,False,en,9,0,2021-02-24 17:58:23,1364635803322884098,"['tell', 'jealous', 'archie', 'varchie', 'exes', 'lovers']",what did i tell y’all!! jealous archie and then varchie exes to lovers ,0.08,0.00,0.92
@damianholbrook @KJapa @CW_Riverdale @TVInsider Yeeeees! We love to see it. #varchie endgame and I hope Veronica will get out of this toxic marriage and her sorry excuse for a husband quickly.,False,en,8,0,2021-02-24 17:58:14,1364635764215136257,"['yeeeees', 'love', 'see', 'varchie', 'endgame', 'hope', 'veronica', 'get', 'toxic', 'marriage', 'sorry', 'excuse', 'husband', 'quickly']",   riverdale  yeeeees! we love to see it. varchie endgame and i hope veronica will get out of this toxic marriage and her sorry excuse for a husband quickly.,0.07,0.00,0.93
RT @VarchieUpdates: 📸: #VARCHIE photo still from tonight’s episode 5x06 https://t.co/A69vTLQqeZ,False,en,0,2,2021-02-24 17:57:11,1364635501131612162,"['varchie', 'photo', 'still', 'tonight', 'episode', '5x06']",rt : :camera with flash:: varchie photo still from tonight’s episode 5x06 ,0.11,0.00,0.89
THE BUZZ I GET FROM VARCHIE,False,en,1,0,2021-02-24 17:56:58,1364635445762674689,"['buzz', 'get', 'varchie']",the buzz i get from varchie,0.00,0.00,1.00
"But once he finds out who Chad really is, then.. all I’m gonna say is Varchie will be endgame, and Chad will meet a different side of Archie.",False,en,8,0,2021-02-24 17:56:25,1364635308789219335,"['finds', 'chad', 'really', 'gonna', 'say', 'varchie', 'endgame', 'chad', 'meet', 'different', 'side', 'archie']","but once he finds out who chad really is, then.. all i’m gonna say is varchie will be endgame, and chad will meet a different side of archie.",0.04,0.00,0.96
@glittereinhart Same. Bughead is bones compared to Varchie right now,False,en,2,0,2021-02-24 17:55:05,1364634972737310720,"['bughead', 'bones', 'compared', 'varchie', 'right']", same. bughead is bones compared to varchie right now,0.00,0.00,1.00
📸: #VARCHIE photo still from tonight’s episode 5x06 https://t.co/A69vTLQqeZ,False,en,17,2,2021-02-24 17:54:32,1364634830873497602,"['varchie', 'photo', 'still', 'tonight', 'episode', '5x06']",:camera with flash:: varchie photo still from tonight’s episode 5x06 ,0.12,0.00,0.88
SO MUCH VARCHIE TONIGHT I CANT KEEP UP,False,en,4,0,2021-02-24 17:54:27,1364634813953679362,"['much', 'varchie', 'tonight', 'cant', 'keep']",so much varchie tonight i cant keep up,0.00,0.00,1.00
the buzz varchie gives me &gt;&gt;&gt;&gt;,False,en,20,3,2021-02-24 17:53:42,1364634624513687556,"['buzz', 'varchie', 'gives', 'gt', 'gt', 'gt', 'gt']",the buzz varchie gives me &gt;&gt;&gt;&gt;,0.00,0.00,1.00
the way I genuinely don’t know if varchie or Barchie will be endgame this is so sick it wasn’t supposed to be like this https://t.co/98f2teQVPc https://t.co/LTiP668Jsv,True,en,19,0,2021-02-24 17:53:14,1364634505437405186,"['way', 'genuinely', 'know', 'varchie', 'barchie', 'endgame', 'sick', 'supposed', 'like']",the way i genuinely don’t know if varchie or barchie will be endgame this is so sick it wasn’t supposed to be like this  ,0.08,0.00,0.92
SO MUCH VARCHIE TONIGHT,False,en,6,0,2021-02-24 17:53:13,1364634502061039617,"['much', 'varchie', 'tonight']",so much varchie tonight,0.00,0.00,1.00
"“Rivalry heats up as Archie meets Ronnie’s man &amp; is so not Impressed”
We love to see Archie jealous. #Varchie #Riverdale 
https://t.co/i6EFYwTkla https://t.co/8GIoNatLTJ",False,en,6,0,2021-02-24 17:53:06,1364634473837568007,"['rivalry', 'heats', 'archie', 'meets', 'ronnie', 'man', 'amp', 'impressed', 'love', 'see', 'archie', 'jealous', 'varchie', 'riverdale']","“rivalry heats up as archie meets ronnie’s man &amp; is so not impressed”
we love to see archie jealous. varchie riverdale 
 ",0.05,0.00,0.95
VARCHIE IS BACK ON I RECKON https://t.co/kXTu02mq6D,False,en,7,0,2021-02-24 17:52:42,1364634372435943425,"['varchie', 'back', 'reckon']",varchie is back on i reckon ,0.00,0.00,1.00
"i didn’t think we’d get so much varchie interactions, maybe i will watch tonight!",False,en,0,0,2021-02-24 17:50:27,1364633804472602626,"['think', 'get', 'much', 'varchie', 'interactions', 'maybe', 'watch', 'tonight']","i didn’t think we’d get so much varchie interactions, maybe i will watch tonight!",0.00,0.00,1.00
WE’RE GETTING SO MANY VARCHIE INTERACTIONS TONIGHT,False,en,15,0,2021-02-24 17:49:48,1364633642962673671,"['getting', 'many', 'varchie', 'interactions', 'tonight']",we’re getting so many varchie interactions tonight,0.00,0.00,1.00
@archiesrcnnie He is so jealous. I will be sick,False,en,1,0,2021-02-24 17:49:35,1364633586578653184,"['jealous', 'sick']", he is so jealous. i will be sick,0.00,0.00,1.00
this season im varchie&gt;&gt;&gt;bughead for now,False,en,178,7,2021-02-24 17:49:22,1364633532409270278,"['season', 'im', 'varchie', 'gt', 'gt', 'gt', 'bughead']",this season im varchie&gt;&gt;&gt;bughead for now,0.00,0.00,1.00
"“archie isn’t gonna be jealous about veronica” PLEASE, HE’S SEETHING #varchie #riverdale

 https://t.co/j2kT7j9vgj",False,en,111,13,2021-02-24 17:48:46,1364633382513164298,"['archie', 'gonna', 'jealous', 'veronica', 'please', 'seething', 'varchie', 'riverdale']","“archie isn’t gonna be jealous about veronica” please, he’s seething varchie riverdale

 ",0.00,0.00,1.00
it’s funny. @RiverdaleWriter are releasing sneak peaks of Veronica and Archie to get people to watch. #varchie,False,en,0,0,2021-02-24 17:48:34,1364633333137895424,"['funny', 'releasing', 'sneak', 'peaks', 'veronica', 'archie', 'get', 'people', 'watch', 'varchie']",it’s funny.  are releasing sneak peaks of veronica and archie to get people to watch. varchie,0.00,0.00,1.00
“Why is this b!tch getting a Varchie parallel?” https://t.co/dMiAP2FllK,False,en,2,0,2021-02-24 17:47:22,1364633028925001732,"['b', 'tch', 'getting', 'varchie', 'parallel']",“why is this b!tch getting a varchie parallel?” ,0.00,0.00,1.00
I keep forgetting that tonight is the night 🥲 BUT AT LEAST WE GET TABITHA AND JUG FRIENDSHIP AND VARCHIE CRUMBS 🥳,False,en,7,0,2021-02-24 17:45:33,1364632572689608714,"['keep', 'forgetting', 'tonight', 'night', 'least', 'get', 'tabitha', 'jug', 'friendship', 'varchie', 'crumbs']",i keep forgetting that tonight is the night :smiling face with tear: but at least we get tabitha and jug friendship and varchie crumbs :partying face:,0.00,0.00,1.00
OMG Archie looks so jealousI ! #varchie https://t.co/sQpiy47B7k,False,en,36,5,2021-02-24 17:45:28,1364632552808456196,"['omg', 'archie', 'looks', 'jealousi', 'varchie']",omg archie looks so jealousi ! varchie ,0.00,0.00,1.00
Varchie in 506 🥰 Look at them https://t.co/a8qNnqNws7,False,en,3,0,2021-02-24 17:45:26,1364632542146670593,"['varchie', '506', 'look']",varchie in 506 :smiling face with hearts: look at them ,0.00,0.00,1.00
"Lol.and they say varchie is over. But honestly, thats why I dont ship archie with anybody. He never knows what he wants https://t.co/Hag2dK5UkC",True,en,2,0,2021-02-24 17:45:07,1364632464614916103,"['lol', 'say', 'varchie', 'honestly', 'thats', 'dont', 'ship', 'archie', 'anybody', 'never', 'knows', 'wants']","lol.and they say varchie is over. but honestly, thats why i dont ship archie with anybody. he never knows what he wants ",0.00,0.00,1.00
@Aestheticlils yeah i wrote varchie and he change and i didn't even notice,False,en,1,0,2021-02-24 17:45:03,1364632444939489289,"['yeah', 'wrote', 'varchie', 'change', 'even', 'notice']", yeah i wrote varchie and he change and i didn't even notice,0.00,0.00,1.00
He is seriously jealous and not happy. Ahhhh the Varchie scenes we’re getting. https://t.co/0WzS2qqAkY,False,en,9,3,2021-02-24 17:43:51,1364632144757325825,"['seriously', 'jealous', 'happy', 'ahhhh', 'varchie', 'scenes', 'getting']",he is seriously jealous and not happy. ahhhh the varchie scenes we’re getting. ,0.08,0.00,0.92
JEALOUS ARCHIE 😍 I AM DECEASED OMGGGGGGGG,False,en,1,0,2021-02-24 17:43:13,1364631986959171590,"['jealous', 'archie', 'deceased', 'omgggggggg']",jealous archie :smiling face with heart-eyes: i am deceased omgggggggg,0.00,0.00,1.00
"and y'all are gonna say varchie share all these scenes/plots together just because they're building their friendship, because we all know riverd*le cares about friendships SO much lmao https://t.co/UYIfS1VKx3",True,en,4,0,2021-02-24 17:43:08,1364631965232750596,"['gonna', 'say', 'varchie', 'share', 'scenes', 'plots', 'together', 'building', 'friendship', 'know', 'riverd', 'le', 'cares', 'friendships', 'much', 'lmao']","and y'all are gonna say varchie share all these scenes/plots together just because they're building their friendship, because we all know riverd*le cares about friendships so much lmao ",0.00,0.00,1.00
GOSH THIS IS FANTASY.. VARCHIE KISS NOW https://t.co/KGjxaxv5KE,False,en,132,19,2021-02-24 17:42:51,1364631893430448134,"['gosh', 'fantasy', 'varchie', 'kiss']",gosh this is fantasy.. varchie kiss now ,0.00,0.00,1.00
"I’m not worried about varchie having scenes at this point, they are giving off platonic vibes and Barchie is getting sex scenes and angst. Veronica is married, Archies not gonna go for that RAS said it himself. The romance right now is barchie.",False,en,9,1,2021-02-24 17:42:41,1364631851357249536,"['worried', 'varchie', 'scenes', 'point', 'giving', 'platonic', 'vibes', 'barchie', 'getting', 'sex', 'scenes', 'angst', 'veronica', 'married', 'archies', 'gonna', 'go', 'ras', 'said', 'romance', 'right', 'barchie']","i’m not worried about varchie having scenes at this point, they are giving off platonic vibes and barchie is getting sex scenes and angst. veronica is married, archies not gonna go for that ras said it himself. the romance right now is barchie.",0.00,0.00,1.00
going from hurting brucas stans feelings to hurting barchie stans feelings ugh we love a glow up😩 leyton and varchie for the win,False,en,1,0,2021-02-24 17:42:38,1364631837260320768,"['going', 'hurting', 'brucas', 'stans', 'feelings', 'hurting', 'barchie', 'stans', 'feelings', 'ugh', 'love', 'glow', 'leyton', 'varchie', 'win']",going from hurting brucas stans feelings to hurting barchie stans feelings ugh we love a glow up:weary face: leyton and varchie for the win,0.05,0.00,0.95
i just started riverdale but i hate barchie already 😭 varchie has the most chemistry. I said what i said rvd stans,False,en,1,0,2021-02-24 17:41:54,1364631654304776195,"['started', 'riverdale', 'hate', 'barchie', 'already', 'varchie', 'chemistry', 'said', 'said', 'rvd', 'stans']",i just started riverdale but i hate barchie already :loudly crying face: varchie has the most chemistry. i said what i said rvd stans,0.00,0.05,0.95
the power they hold 😍 #varchie #riverdale https://t.co/n9hX5x7kQd,False,en,161,7,2021-02-24 17:41:47,1364631625632538626,"['power', 'hold', 'varchie', 'riverdale']",the power they hold :smiling face with heart-eyes: varchie riverdale ,0.00,0.00,1.00
I LOVE IT! Archie meeting Chad and he is NOT impressed like the rest seem to be #varchie #riverdale https://t.co/ZL8RU4hqrO,True,en,15,1,2021-02-24 17:41:28,1364631545756188675,"['love', 'archie', 'meeting', 'chad', 'impressed', 'like', 'rest', 'seem', 'varchie', 'riverdale']",i love it! archie meeting chad and he is not impressed like the rest seem to be varchie riverdale ,0.11,0.00,0.89
Thanks Damian ! We miss you a lot ! #varchie https://t.co/O80bDSawAT,True,en,4,0,2021-02-24 17:40:53,1364631398234038272,"['thanks', 'damian', 'miss', 'lot', 'varchie']",thanks damian ! we miss you a lot ! varchie ,0.00,0.00,1.00
"varchie cute why lie
i don't ship them but they're cute",False,en,4,0,2021-02-24 17:40:38,1364631332773576709,"['varchie', 'cute', 'lie', 'ship', 'cute']","varchie cute why lie
i don't ship them but they're cute",0.00,0.00,1.00
VARCHIE IS FOLLOWING THE BRUCAS BLUEPRINT EXES TO BESTIES I TOLD Y'ALL,False,en,112,11,2021-02-24 17:39:23,1364631018817413129,"['varchie', 'following', 'brucas', 'blueprint', 'exes', 'besties', 'told']",varchie is following the brucas blueprint exes to besties i told y'all,0.00,0.00,1.00
@pscwyers Idk what is going on i’m on s1 but varchie is endgame i said it.,False,en,0,0,2021-02-24 17:39:20,1364631009657036804,"['idk', 'going', 's1', 'varchie', 'endgame', 'said']", idk what is going on i’m on s1 but varchie is endgame i said it.,0.07,0.00,0.93
